'Elapsed time','v4'
17.432,0.069
17.433,0.096
17.434,0.120
17.435,0.149
17.436,0.188
17.437,0.220
17.438,0.268
17.439,0.329
17.440,0.391
17.441,0.445
17.442,0.489
17.443,0.542
17.444,0.599
17.445,0.656
17.446,0.714
17.447,0.751
17.448,0.757
17.449,0.753
17.450,0.753
17.451,0.762
17.452,0.753
17.453,0.729
17.454,0.691
17.455,0.630
17.456,0.554
17.457,0.458
17.458,0.374
17.459,0.259
17.460,0.088
17.461,-0.060
17.462,-0.217
17.463,-0.358
17.464,-0.448
17.465,-0.525
17.466,-0.561
17.467,-0.570
17.468,-0.580
17.469,-0.600
17.470,-0.627
17.471,-0.657
17.472,-0.678
17.473,-0.704
17.474,-0.720
17.475,-0.720
17.476,-0.747
17.477,-0.751
17.478,-0.732
17.479,-0.708
17.480,-0.674
17.481,-0.663
17.482,-0.651
17.483,-0.639
17.484,-0.626
17.485,-0.599
17.486,-0.571
17.487,-0.529
17.488,-0.490
17.489,-0.457
17.490,-0.428
17.491,-0.414
17.492,-0.399
17.493,-0.379
17.494,-0.382
17.495,-0.389
17.496,-0.388
17.497,-0.381
17.498,-0.366
17.499,-0.357
17.500,-0.344
17.501,-0.331
17.502,-0.318
17.503,-0.298
17.504,-0.284
17.505,-0.268
17.506,-0.247
17.507,-0.239
17.508,-0.224
17.509,-0.209
17.510,-0.215
17.511,-0.221
17.512,-0.229
17.513,-0.232
17.514,-0.232
17.515,-0.238
17.516,-0.245
17.517,-0.240
17.518,-0.238
17.519,-0.253
17.520,-0.251
17.521,-0.246
17.522,-0.243
17.523,-0.228
17.524,-0.219
17.525,-0.211
17.526,-0.206
17.527,-0.207
17.528,-0.191
17.529,-0.175
17.530,-0.170
17.531,-0.145
17.532,-0.130
17.533,-0.119
17.534,-0.112
17.535,-0.107
17.536,-0.087
17.537,-0.077
17.538,-0.073
17.539,-0.062
17.540,-0.054
17.541,-0.045
17.542,-0.038
17.543,-0.040
17.544,-0.038
17.545,-0.040
17.546,-0.046
17.547,-0.043
17.548,-0.035
17.549,-0.030
17.550,-0.026
17.551,-0.021
17.552,-0.014
17.553,-0.018
17.554,-0.021
17.555,-0.027
17.556,-0.039
17.557,-0.040
17.558,-0.035
17.559,-0.032
17.560,-0.030
17.561,-0.034
17.562,-0.032
17.563,-0.034
17.564,-0.028
17.565,-0.017
17.566,-0.022
17.567,-0.026
17.568,-0.022
17.569,-0.025
17.570,-0.034
17.571,-0.029
17.572,-0.018
17.573,-0.021
17.574,-0.022
17.575,-0.029
17.576,-0.032
17.577,-0.021
17.578,-0.023
17.579,-0.024
17.580,-0.018
17.581,-0.024
17.582,-0.028
17.583,-0.033
17.584,-0.038
17.585,-0.030
17.586,-0.025
17.587,-0.026
17.588,-0.019
17.589,-0.011
17.590,-0.008
17.591,-0.030
17.592,-0.049
17.593,-0.037
17.594,-0.028
17.595,-0.024
17.596,-0.029
17.597,-0.033
17.598,-0.038
17.599,-0.039
17.600,-0.029
17.601,-0.033
17.602,-0.034
17.603,-0.035
17.604,-0.033
17.605,-0.033
17.606,-0.041
17.607,-0.037
17.608,-0.033
17.609,-0.029
17.610,-0.029
17.611,-0.025
17.612,-0.026
17.613,-0.032
17.614,-0.036
17.615,-0.035
17.616,-0.032
17.617,-0.029
17.618,-0.025
17.619,-0.025
17.620,-0.023
17.621,-0.025
17.622,-0.029
17.623,-0.035
17.624,-0.043
17.625,-0.040
17.626,-0.040
17.627,-0.040
17.628,-0.033
17.629,-0.024
17.630,-0.035
17.631,-0.044
17.632,-0.041
17.633,-0.036
17.634,-0.026
17.635,-0.035
17.636,-0.042
17.637,-0.044
17.638,-0.045
17.639,-0.038
17.640,-0.037
17.641,-0.036
17.642,-0.045
17.643,-0.053
17.644,-0.054
17.645,-0.044
17.646,-0.034
17.647,-0.029
17.648,-0.032
17.649,-0.044
17.650,-0.041
17.651,-0.034
17.652,-0.031
17.653,-0.035
17.654,-0.039
17.655,-0.035
17.656,-0.035
17.657,-0.037
17.658,-0.034
17.659,-0.032
17.660,-0.030
17.661,-0.026
17.662,-0.021
17.663,-0.024
17.664,-0.029
17.665,-0.028
17.666,-0.030
17.667,-0.032
17.668,-0.030
17.669,-0.024
17.670,-0.021
17.671,-0.023
17.672,-0.019
17.673,-0.015
17.674,-0.011
17.675,-0.007
17.676,-0.007
17.677,-0.017
17.678,-0.021
17.679,-0.018
17.680,-0.018
17.681,-0.017
17.682,-0.013
17.683,-0.013
17.684,-0.009
17.685,-0.013
17.686,-0.019
17.687,-0.018
17.688,-0.021
17.689,-0.015
17.690,0.002
17.691,0.004
17.692,-0.002
17.693,-0.003
17.694,0.003
17.695,0.013
17.696,0.023
17.697,0.016
17.698,0.009
17.699,0.015
17.700,0.018
17.701,0.017
17.702,0.015
17.703,0.017
17.704,0.022
17.705,0.028
17.706,0.029
17.707,0.028
17.708,0.030
17.709,0.028
17.710,0.025
17.711,0.028
17.712,0.024
17.713,0.021
17.714,0.024
17.715,0.033
17.716,0.036
17.717,0.036
17.718,0.043
17.719,0.045
17.720,0.047
17.721,0.050
17.722,0.040
17.723,0.044
17.724,0.053
17.725,0.047
17.726,0.046
17.727,0.045
17.728,0.050
17.729,0.056
17.730,0.052
17.731,0.050
17.732,0.050
17.733,0.064
17.734,0.072
17.735,0.073
17.736,0.073
17.737,0.072
17.738,0.070
17.739,0.066
17.740,0.073
17.741,0.075
17.742,0.078
17.743,0.080
17.744,0.076
17.745,0.069
17.746,0.065
17.747,0.073
17.748,0.077
17.749,0.082
17.750,0.090
17.751,0.093
17.752,0.095
17.753,0.098
17.754,0.081
17.755,0.067
17.756,0.070
17.757,0.070
17.758,0.070
17.759,0.070
17.760,0.069
17.761,0.069
17.762,0.072
17.763,0.067
17.764,0.063
17.765,0.072
17.766,0.080
17.767,0.086
17.768,0.093
17.769,0.091
17.770,0.097
17.771,0.095
17.772,0.086
17.773,0.085
17.774,0.076
17.775,0.081
17.776,0.088
17.777,0.084
17.778,0.081
17.779,0.085
17.780,0.081
17.781,0.076
17.782,0.075
17.783,0.066
17.784,0.070
17.785,0.072
17.786,0.062
17.787,0.068
17.788,0.071
17.789,0.069
17.790,0.069
17.791,0.067
17.792,0.065
17.793,0.069
17.794,0.069
17.795,0.060
17.796,0.065
17.797,0.059
17.798,0.056
17.799,0.054
17.800,0.047
17.801,0.061
17.802,0.062
17.803,0.058
17.804,0.060
17.805,0.055
17.806,0.054
17.807,0.056
17.808,0.051
17.809,0.052
17.810,0.051
17.811,0.044
17.812,0.036
17.813,0.031
17.814,0.031
17.815,0.031
17.816,0.035
17.817,0.042
17.818,0.048
17.819,0.034
17.820,0.022
17.821,0.035
17.822,0.041
17.823,0.045
17.824,0.045
17.825,0.044
17.826,0.035
17.827,0.024
17.828,0.022
17.829,0.022
17.830,0.025
17.831,0.029
17.832,0.032
17.833,0.030
17.834,0.019
17.835,0.018
17.836,0.029
17.837,0.026
17.838,0.013
17.839,0.004
17.840,0.004
17.841,0.007
17.842,0.013
17.843,0.023
17.844,0.026
17.845,0.013
17.846,0.006
17.847,0.017
17.848,0.024
17.849,0.030
17.850,0.017
17.851,0.011
17.852,0.014
17.853,0.009
17.854,0.006
17.855,0.003
17.856,0.011
17.857,0.011
17.858,0.009
17.859,0.014
17.860,0.012
17.861,0.007
17.862,0.009
17.863,0.015
17.864,0.008
17.865,0.011
17.866,0.024
17.867,0.024
17.868,0.025
17.869,0.026
17.870,0.013
17.871,0.004
17.872,0.004
17.873,0.016
17.874,0.021
17.875,0.013
17.876,0.006
17.877,0.001
17.878,0.002
17.879,0.003
17.880,0.005
17.881,0.009
17.882,0.011
17.883,0.011
17.884,0.004
17.885,0.005
17.886,0.009
17.887,0.011
17.888,0.018
17.889,0.027
17.890,0.025
17.891,0.017
17.892,0.025
17.893,0.033
17.894,0.029
17.895,0.029
17.896,0.024
17.897,0.012
17.898,0.001
17.899,-0.001
17.900,0.003
17.901,0.002
17.902,0.004
17.903,0.011
17.904,0.015
17.905,0.011
17.906,0.011
17.907,0.014
17.908,0.014
17.909,0.017
17.910,0.024
17.911,0.019
17.912,0.011
17.913,0.016
17.914,0.017
17.915,0.012
17.916,0.013
17.917,0.020
17.918,0.020
17.919,0.020
17.920,0.022
17.921,0.017
17.922,0.018
17.923,0.019
17.924,0.023
17.925,0.027
17.926,0.032
17.927,0.030
17.928,0.038
17.929,0.040
17.930,0.023
17.931,0.024
17.932,0.029
17.933,0.033
17.934,0.030
17.935,0.026
17.936,0.024
17.937,0.021
17.938,0.021
17.939,0.024
17.940,0.024
17.941,0.018
17.942,0.017
17.943,0.021
17.944,0.022
17.945,0.019
17.946,0.029
17.947,0.033
17.948,0.033
17.949,0.035
17.950,0.038
17.951,0.029
17.952,0.009
17.953,0.018
17.954,0.021
17.955,0.009
17.956,0.018
17.957,0.021
17.958,0.016
17.959,0.017
17.960,0.028
17.961,0.035
17.962,0.030
17.963,0.021
17.964,0.018
17.965,0.026
17.966,0.022
17.967,0.024
17.968,0.032
17.969,0.031
17.970,0.024
17.971,0.018
17.972,0.024
17.973,0.025
17.974,0.018
17.975,0.009
17.976,0.013
17.977,0.021
17.978,0.025
17.979,0.032
17.980,0.041
17.981,0.048
17.982,0.042
17.983,0.041
17.984,0.041
17.985,0.036
17.986,0.046
17.987,0.042
17.988,0.033
17.989,0.035
17.990,0.041
17.991,0.047
17.992,0.050
17.993,0.058
17.994,0.059
17.995,0.059
17.996,0.067
17.997,0.066
17.998,0.068
17.999,0.075
18.000,0.071
18.001,0.066
18.002,0.068
18.003,0.058
18.004,0.044
18.005,0.055
18.006,0.069
18.007,0.067
18.008,0.066
18.009,0.078
18.010,0.082
18.011,0.077
18.012,0.081
18.013,0.081
18.014,0.085
18.015,0.092
18.016,0.103
18.017,0.104
18.018,0.084
18.019,0.083
18.020,0.088
18.021,0.094
18.022,0.091
18.023,0.086
18.024,0.097
18.025,0.091
18.026,0.089
18.027,0.092
18.028,0.092
18.029,0.093
18.030,0.098
18.031,0.105
18.032,0.112
18.033,0.113
18.034,0.099
18.035,0.093
18.036,0.092
18.037,0.095
18.038,0.102
18.039,0.099
18.040,0.092
18.041,0.086
18.042,0.078
18.043,0.075
18.044,0.082
18.045,0.085
18.046,0.071
18.047,0.073
18.048,0.078
18.049,0.073
18.050,0.077
18.051,0.063
18.052,0.055
18.053,0.060
18.054,0.059
18.055,0.061
18.056,0.062
18.057,0.061
18.058,0.053
18.059,0.050
18.060,0.044
18.061,0.050
18.062,0.051
18.063,0.044
18.064,0.054
18.065,0.052
18.066,0.051
18.067,0.046
18.068,0.040
18.069,0.039
18.070,0.033
18.071,0.032
18.072,0.038
18.073,0.046
18.074,0.047
18.075,0.045
18.076,0.044
18.077,0.039
18.078,0.033
18.079,0.027
18.080,0.026
18.081,0.029
18.082,0.027
18.083,0.024
18.084,0.023
18.085,0.018
18.086,0.019
18.087,0.021
18.088,0.017
18.089,0.013
18.090,0.009
18.091,0.013
18.092,0.015
18.093,0.013
18.094,0.008
18.095,0.011
18.096,0.022
18.097,0.021
18.098,0.016
18.099,0.011
18.100,0.011
18.101,0.009
18.102,0.008
18.103,0.011
18.104,0.009
18.105,0.009
18.106,0.011
18.107,0.015
18.108,0.018
18.109,0.021
18.110,0.025
18.111,0.026
18.112,0.024
18.113,0.021
18.114,0.025
18.115,0.031
18.116,0.025
18.117,0.018
18.118,0.016
18.119,0.018
18.120,0.029
18.121,0.029
18.122,0.025
18.123,0.026
18.124,0.023
18.125,0.011
18.126,-0.001
18.127,-0.002
18.128,0.004
18.129,0.010
18.130,0.005
18.131,0.005
18.132,0.010
18.133,0.011
18.134,0.009
18.135,0.006
18.136,0.001
18.137,0.009
18.138,0.018
18.139,0.019
18.140,0.018
18.141,0.005
18.142,-0.007
18.143,-0.021
18.144,-0.038
18.145,-0.052
18.146,-0.064
18.147,-0.082
18.148,-0.087
18.149,-0.081
18.150,-0.069
18.151,-0.046
18.152,-0.021
18.153,0.001
18.154,0.021
18.155,0.048
18.156,0.078
18.157,0.106
18.158,0.133
18.159,0.174
18.160,0.228
18.161,0.270
18.162,0.322
18.163,0.392
18.164,0.463
18.165,0.535
18.166,0.598
18.167,0.667
18.168,0.736
18.169,0.786
18.170,0.866
18.171,0.924
18.172,0.929
18.173,0.927
18.174,0.921
18.175,0.928
18.176,0.923
18.177,0.892
18.178,0.854
18.179,0.810
18.180,0.750
18.181,0.656
18.182,0.532
18.183,0.380
18.184,0.209
18.185,0.029
18.186,-0.149
18.187,-0.307
18.188,-0.422
18.189,-0.514
18.190,-0.568
18.191,-0.588
18.192,-0.606
18.193,-0.634
18.194,-0.661
18.195,-0.690
18.196,-0.729
18.197,-0.755
18.198,-0.782
18.199,-0.793
18.200,-0.811
18.201,-0.819
18.202,-0.800
18.203,-0.782
18.204,-0.748
18.205,-0.722
18.206,-0.704
18.207,-0.681
18.208,-0.663
18.209,-0.638
18.210,-0.607
18.211,-0.570
18.212,-0.537
18.213,-0.504
18.214,-0.469
18.215,-0.445
18.216,-0.431
18.217,-0.416
18.218,-0.420
18.219,-0.431
18.220,-0.426
18.221,-0.419
18.222,-0.411
18.223,-0.399
18.224,-0.379
18.225,-0.361
18.226,-0.350
18.227,-0.332
18.228,-0.322
18.229,-0.315
18.230,-0.301
18.231,-0.283
18.232,-0.271
18.233,-0.262
18.234,-0.256
18.235,-0.259
18.236,-0.254
18.237,-0.254
18.238,-0.265
18.239,-0.275
18.240,-0.281
18.241,-0.285
18.242,-0.289
18.243,-0.286
18.244,-0.283
18.245,-0.275
18.246,-0.268
18.247,-0.263
18.248,-0.249
18.249,-0.245
18.250,-0.239
18.251,-0.234
18.252,-0.223
18.253,-0.206
18.254,-0.202
18.255,-0.194
18.256,-0.179
18.257,-0.162
18.258,-0.147
18.259,-0.139
18.260,-0.124
18.261,-0.111
18.262,-0.111
18.263,-0.100
18.264,-0.089
18.265,-0.092
18.266,-0.081
18.267,-0.070
18.268,-0.058
18.269,-0.064
18.270,-0.073
18.271,-0.067
18.272,-0.062
18.273,-0.057
18.274,-0.057
18.275,-0.058
18.276,-0.055
18.277,-0.046
18.278,-0.042
18.279,-0.050
18.280,-0.050
18.281,-0.042
18.282,-0.043
18.283,-0.045
18.284,-0.045
18.285,-0.044
18.286,-0.044
18.287,-0.039
18.288,-0.038
18.289,-0.038
18.290,-0.038
18.291,-0.038
18.292,-0.031
18.293,-0.035
18.294,-0.041
18.295,-0.043
18.296,-0.038
18.297,-0.040
18.298,-0.048
18.299,-0.045
18.300,-0.044
18.301,-0.041
18.302,-0.035
18.303,-0.029
18.304,-0.027
18.305,-0.031
18.306,-0.038
18.307,-0.037
18.308,-0.036
18.309,-0.043
18.310,-0.045
18.311,-0.044
18.312,-0.045
18.313,-0.051
18.314,-0.039
18.315,-0.045
18.316,-0.062
18.317,-0.052
18.318,-0.038
18.319,-0.039
18.320,-0.054
18.321,-0.061
18.322,-0.055
18.323,-0.054
18.324,-0.051
18.325,-0.045
18.326,-0.047
18.327,-0.054
18.328,-0.054
18.329,-0.053
18.330,-0.060
18.331,-0.059
18.332,-0.050
18.333,-0.049
18.334,-0.056
18.335,-0.059
18.336,-0.059
18.337,-0.055
18.338,-0.057
18.339,-0.057
18.340,-0.055
18.341,-0.058
18.342,-0.058
18.343,-0.052
18.344,-0.049
18.345,-0.054
18.346,-0.051
18.347,-0.049
18.348,-0.062
18.349,-0.069
18.350,-0.058
18.351,-0.053
18.352,-0.057
18.353,-0.060
18.354,-0.059
18.355,-0.054
18.356,-0.055
18.357,-0.059
18.358,-0.059
18.359,-0.059
18.360,-0.060
18.361,-0.062
18.362,-0.062
18.363,-0.064
18.364,-0.069
18.365,-0.067
18.366,-0.069
18.367,-0.073
18.368,-0.058
18.369,-0.045
18.370,-0.053
18.371,-0.064
18.372,-0.061
18.373,-0.054
18.374,-0.051
18.375,-0.049
18.376,-0.050
18.377,-0.053
18.378,-0.048
18.379,-0.037
18.380,-0.029
18.381,-0.037
18.382,-0.049
18.383,-0.049
18.384,-0.051
18.385,-0.048
18.386,-0.039
18.387,-0.038
18.388,-0.032
18.389,-0.021
18.390,-0.034
18.391,-0.046
18.392,-0.038
18.393,-0.033
18.394,-0.034
18.395,-0.032
18.396,-0.030
18.397,-0.029
18.398,-0.025
18.399,-0.025
18.400,-0.029
18.401,-0.026
18.402,-0.022
18.403,-0.021
18.404,-0.018
18.405,-0.014
18.406,-0.009
18.407,-0.003
18.408,0.000
18.409,-0.003
18.410,-0.002
18.411,0.004
18.412,0.011
18.413,0.013
18.414,0.016
18.415,0.019
18.416,0.019
18.417,0.020
18.418,0.021
18.419,0.025
18.420,0.015
18.421,-0.001
18.422,0.001
18.423,0.009
18.424,0.018
18.425,0.026
18.426,0.034
18.427,0.028
18.428,0.021
18.429,0.032
18.430,0.042
18.431,0.038
18.432,0.041
18.433,0.040
18.434,0.038
18.435,0.040
18.436,0.044
18.437,0.051
18.438,0.052
18.439,0.053
18.440,0.057
18.441,0.064
18.442,0.065
18.443,0.063
18.444,0.065
18.445,0.063
18.446,0.064
18.447,0.065
18.448,0.065
18.449,0.068
18.450,0.072
18.451,0.073
18.452,0.071
18.453,0.072
18.454,0.078
18.455,0.085
18.456,0.082
18.457,0.080
18.458,0.083
18.459,0.086
18.460,0.089
18.461,0.088
18.462,0.093
18.463,0.087
18.464,0.076
18.465,0.077
18.466,0.080
18.467,0.086
18.468,0.089
18.469,0.089
18.470,0.091
18.471,0.089
18.472,0.090
18.473,0.091
18.474,0.093
18.475,0.101
18.476,0.099
18.477,0.097
18.478,0.093
18.479,0.092
18.480,0.093
18.481,0.090
18.482,0.096
18.483,0.096
18.484,0.092
18.485,0.088
18.486,0.090
18.487,0.094
18.488,0.087
18.489,0.085
18.490,0.086
18.491,0.082
18.492,0.086
18.493,0.099
18.494,0.093
18.495,0.095
18.496,0.097
18.497,0.087
18.498,0.086
18.499,0.083
18.500,0.085
18.501,0.087
18.502,0.082
18.503,0.084
18.504,0.086
18.505,0.088
18.506,0.086
18.507,0.076
18.508,0.077
18.509,0.079
18.510,0.075
18.511,0.072
18.512,0.068
18.513,0.074
18.514,0.081
18.515,0.072
18.516,0.063
18.517,0.068
18.518,0.070
18.519,0.068
18.520,0.062
18.521,0.059
18.522,0.068
18.523,0.061
18.524,0.061
18.525,0.067
18.526,0.065
18.527,0.057
18.528,0.047
18.529,0.054
18.530,0.057
18.531,0.050
18.532,0.044
18.533,0.049
18.534,0.057
18.535,0.059
18.536,0.056
18.537,0.046
18.538,0.038
18.539,0.036
18.540,0.040
18.541,0.041
18.542,0.043
18.543,0.035
18.544,0.026
18.545,0.031
18.546,0.027
18.547,0.026
18.548,0.026
18.549,0.032
18.550,0.036
18.551,0.029
18.552,0.030
18.553,0.020
18.554,0.013
18.555,0.018
18.556,0.023
18.557,0.029
18.558,0.025
18.559,0.019
18.560,0.020
18.561,0.023
18.562,0.020
18.563,0.019
18.564,0.021
18.565,0.021
18.566,0.021
18.567,0.020
18.568,0.025
18.569,0.025
18.570,0.022
18.571,0.018
18.572,0.006
18.573,0.015
18.574,0.021
18.575,0.019
18.576,0.019
18.577,0.012
18.578,0.017
18.579,0.023
18.580,0.020
18.581,0.018
18.582,0.021
18.583,0.015
18.584,0.007
18.585,0.011
18.586,0.012
18.587,0.013
18.588,0.015
18.589,0.017
18.590,0.021
18.591,0.019
18.592,0.022
18.593,0.024
18.594,0.021
18.595,0.019
18.596,0.018
18.597,0.019
18.598,0.021
18.599,0.023
18.600,0.023
18.601,0.022
18.602,0.018
18.603,0.013
18.604,0.024
18.605,0.027
18.606,0.025
18.607,0.025
18.608,0.018
18.609,0.035
18.610,0.034
18.611,0.013
18.612,0.018
18.613,0.028
18.614,0.032
18.615,0.028
18.616,0.025
18.617,0.025
18.618,0.025
18.619,0.034
18.620,0.040
18.621,0.026
18.622,0.023
18.623,0.029
18.624,0.022
18.625,0.023
18.626,0.030
18.627,0.032
18.628,0.027
18.629,0.024
18.630,0.026
18.631,0.029
18.632,0.034
18.633,0.034
18.634,0.033
18.635,0.034
18.636,0.035
18.637,0.036
18.638,0.038
18.639,0.034
18.640,0.022
18.641,0.021
18.642,0.029
18.643,0.027
18.644,0.021
18.645,0.023
18.646,0.028
18.647,0.030
18.648,0.033
18.649,0.034
18.650,0.030
18.651,0.028
18.652,0.030
18.653,0.034
18.654,0.030
18.655,0.028
18.656,0.028
18.657,0.026
18.658,0.029
18.659,0.030
18.660,0.028
18.661,0.024
18.662,0.029
18.663,0.027
18.664,0.020
18.665,0.028
18.666,0.030
18.667,0.034
18.668,0.034
18.669,0.028
18.670,0.030
18.671,0.030
18.672,0.033
18.673,0.034
18.674,0.035
18.675,0.038
18.676,0.040
18.677,0.032
18.678,0.025
18.679,0.030
18.680,0.031
18.681,0.038
18.682,0.040
18.683,0.036
18.684,0.033
18.685,0.020
18.686,0.019
18.687,0.024
18.688,0.018
18.689,0.021
18.690,0.025
18.691,0.023
18.692,0.026
18.693,0.027
18.694,0.026
18.695,0.025
18.696,0.026
18.697,0.029
18.698,0.026
18.699,0.026
18.700,0.029
18.701,0.030
18.702,0.029
18.703,0.031
18.704,0.033
18.705,0.030
18.706,0.028
18.707,0.029
18.708,0.030
18.709,0.033
18.710,0.032
18.711,0.032
18.712,0.035
18.713,0.036
18.714,0.040
18.715,0.040
18.716,0.036
18.717,0.039
18.718,0.043
18.719,0.043
18.720,0.046
18.721,0.052
18.722,0.050
18.723,0.052
18.724,0.057
18.725,0.059
18.726,0.062
18.727,0.066
18.728,0.068
18.729,0.069
18.730,0.070
18.731,0.070
18.732,0.071
18.733,0.077
18.734,0.082
18.735,0.081
18.736,0.081
18.737,0.080
18.738,0.085
18.739,0.087
18.740,0.076
18.741,0.078
18.742,0.081
18.743,0.081
18.744,0.082
18.745,0.086
18.746,0.098
18.747,0.096
18.748,0.097
18.749,0.100
18.750,0.094
18.751,0.088
18.752,0.078
18.753,0.087
18.754,0.085
18.755,0.078
18.756,0.082
18.757,0.081
18.758,0.080
18.759,0.080
18.760,0.083
18.761,0.088
18.762,0.089
18.763,0.087
18.764,0.094
18.765,0.091
18.766,0.088
18.767,0.084
18.768,0.082
18.769,0.083
18.770,0.079
18.771,0.081
18.772,0.075
18.773,0.079
18.774,0.079
18.775,0.071
18.776,0.072
18.777,0.072
18.778,0.073
18.779,0.071
18.780,0.070
18.781,0.070
18.782,0.067
18.783,0.065
18.784,0.064
18.785,0.062
18.786,0.059
18.787,0.060
18.788,0.060
18.789,0.063
18.790,0.062
18.791,0.061
18.792,0.067
18.793,0.065
18.794,0.059
18.795,0.061
18.796,0.063
18.797,0.060
18.798,0.062
18.799,0.065
18.800,0.070
18.801,0.065
18.802,0.043
18.803,0.033
18.804,0.037
18.805,0.043
18.806,0.034
18.807,0.035
18.808,0.049
18.809,0.043
18.810,0.037
18.811,0.032
18.812,0.021
18.813,0.021
18.814,0.025
18.815,0.025
18.816,0.033
18.817,0.030
18.818,0.013
18.819,0.013
18.820,0.024
18.821,0.024
18.822,0.021
18.823,0.019
18.824,0.016
18.825,0.022
18.826,0.023
18.827,0.015
18.828,0.009
18.829,0.015
18.830,0.021
18.831,0.011
18.832,0.014
18.833,0.015
18.834,0.013
18.835,0.018
18.836,0.017
18.837,0.019
18.838,0.018
18.839,0.015
18.840,0.015
18.841,0.021
18.842,0.026
18.843,0.020
18.844,0.014
18.845,0.013
18.846,0.022
18.847,0.025
18.848,0.018
18.849,0.016
18.850,0.015
18.851,0.013
18.852,0.020
18.853,0.024
18.854,0.017
18.855,0.020
18.856,0.017
18.857,0.005
18.858,0.007
18.859,0.011
18.860,0.013
18.861,0.013
18.862,0.018
18.863,0.018
18.864,0.017
18.865,0.019
18.866,0.014
18.867,0.015
18.868,0.020
18.869,0.024
18.870,0.018
18.871,0.006
18.872,0.005
18.873,0.001
18.874,-0.012
18.875,-0.029
18.876,-0.050
18.877,-0.069
18.878,-0.086
18.879,-0.091
18.880,-0.086
18.881,-0.082
18.882,-0.070
18.883,-0.046
18.884,-0.023
18.885,-0.004
18.886,0.023
18.887,0.058
18.888,0.088
18.889,0.116
18.890,0.147
18.891,0.187
18.892,0.240
18.893,0.289
18.894,0.351
18.895,0.422
18.896,0.493
18.897,0.567
18.898,0.623
18.899,0.690
18.900,0.756
18.901,0.821
18.902,0.905
18.903,0.964
18.904,0.981
18.905,0.995
18.906,0.994
18.907,1.002
18.908,1.010
18.909,0.976
18.910,0.938
18.911,0.883
18.912,0.805
18.913,0.715
18.914,0.586
18.915,0.427
18.916,0.234
18.917,0.037
18.918,-0.152
18.919,-0.322
18.920,-0.441
18.921,-0.536
18.922,-0.583
18.923,-0.596
18.924,-0.608
18.925,-0.629
18.926,-0.658
18.927,-0.685
18.928,-0.723
18.929,-0.754
18.930,-0.766
18.931,-0.788
18.932,-0.808
18.933,-0.798
18.934,-0.779
18.935,-0.758
18.936,-0.734
18.937,-0.720
18.938,-0.716
18.939,-0.694
18.940,-0.672
18.941,-0.653
18.942,-0.616
18.943,-0.567
18.944,-0.523
18.945,-0.504
18.946,-0.495
18.947,-0.477
18.948,-0.462
18.949,-0.456
18.950,-0.455
18.951,-0.458
18.952,-0.450
18.953,-0.436
18.954,-0.426
18.955,-0.409
18.956,-0.387
18.957,-0.374
18.958,-0.362
18.959,-0.347
18.960,-0.331
18.961,-0.310
18.962,-0.302
18.963,-0.296
18.964,-0.285
18.965,-0.279
18.966,-0.274
18.967,-0.272
18.968,-0.275
18.969,-0.279
18.970,-0.282
18.971,-0.284
18.972,-0.287
18.973,-0.292
18.974,-0.287
18.975,-0.274
18.976,-0.268
18.977,-0.268
18.978,-0.259
18.979,-0.251
18.980,-0.253
18.981,-0.237
18.982,-0.214
18.983,-0.201
18.984,-0.197
18.985,-0.187
18.986,-0.160
18.987,-0.143
18.988,-0.137
18.989,-0.124
18.990,-0.119
18.991,-0.110
18.992,-0.096
18.993,-0.088
18.994,-0.083
18.995,-0.083
18.996,-0.080
18.997,-0.070
18.998,-0.067
18.999,-0.066
19.000,-0.062
19.001,-0.058
19.002,-0.053
19.003,-0.053
19.004,-0.054
19.005,-0.055
19.006,-0.054
19.007,-0.053
19.008,-0.045
19.009,-0.043
19.010,-0.049
19.011,-0.051
19.012,-0.051
19.013,-0.047
19.014,-0.042
19.015,-0.045
19.016,-0.051
19.017,-0.051
19.018,-0.049
19.019,-0.050
19.020,-0.051
19.021,-0.051
19.022,-0.050
19.023,-0.049
19.024,-0.049
19.025,-0.046
19.026,-0.044
19.027,-0.043
19.028,-0.045
19.029,-0.045
19.030,-0.043
19.031,-0.045
19.032,-0.044
19.033,-0.046
19.034,-0.049
19.035,-0.043
19.036,-0.035
19.037,-0.040
19.038,-0.048
19.039,-0.045
19.040,-0.046
19.041,-0.043
19.042,-0.039
19.043,-0.035
19.044,-0.043
19.045,-0.052
19.046,-0.045
19.047,-0.041
19.048,-0.037
19.049,-0.042
19.050,-0.045
19.051,-0.038
19.052,-0.035
19.053,-0.046
19.054,-0.049
19.055,-0.043
19.056,-0.050
19.057,-0.051
19.058,-0.052
19.059,-0.057
19.060,-0.056
19.061,-0.048
19.062,-0.043
19.063,-0.050
19.064,-0.052
19.065,-0.054
19.066,-0.051
19.067,-0.043
19.068,-0.046
19.069,-0.049
19.070,-0.042
19.071,-0.043
19.072,-0.059
19.073,-0.065
19.074,-0.053
19.075,-0.044
19.076,-0.048
19.077,-0.054
19.078,-0.052
19.079,-0.049
19.080,-0.057
19.081,-0.051
19.082,-0.048
19.083,-0.059
19.084,-0.059
19.085,-0.052
19.086,-0.053
19.087,-0.053
19.088,-0.054
19.089,-0.058
19.090,-0.056
19.091,-0.055
19.092,-0.051
19.093,-0.051
19.094,-0.051
19.095,-0.050
19.096,-0.051
